"Set","Song","Date"
"Set 1","Ocelot",2009-10-30
"Set 1","Time Turns Elastic",2009-10-30
"Set 2","Punch You in the Eye",2009-10-30
"Set 2","Down with Disease",2009-10-30
"Set 2","Prince Caspian",2009-10-30
"Set 2","Wolfman's Brother",2009-10-30
"Set 2","Piper",2009-10-30
"Set 2","Joy",2009-10-30
"Set 2","David Bowie",2009-10-30
"Set 2","Harry Hood",2009-10-30
"Set 2","Golgi Apparatus",2009-10-30
"Encore","Character Zero",2009-10-30
"Set 1","Sample in a Jar",2009-10-31
"Set 1","Divided Sky",2009-10-31
"Set 1","Lawn Boy",2009-10-31
"Set 1","Kill Devil Falls",2009-10-31
"Set 1","Bathtub Gin",2009-10-31
"Set 1","The Squirming Coil",2009-10-31
"Set 1","Runaway Jim",2009-10-31
"Set 1","Possum",2009-10-31
"Set 1","Run Like an Antelope",2009-10-31
"Set 2","Rocks Off",2009-10-31
"Set 2","Rip This Joint",2009-10-31
"Set 2","Shake Your Hips",2009-10-31
"Set 2","Casino Boogie",2009-10-31
"Set 2","Tumbling Dice",2009-10-31
"Set 2","Sweet Virginia",2009-10-31
"Set 2","Torn and Frayed",2009-10-31
"Set 2","Sweet Black Angel",2009-10-31
"Set 2","Loving Cup",2009-10-31
"Set 2","Happy",2009-10-31
"Set 2","Turd on the Run",2009-10-31
"Set 2","Ventilator Blues",2009-10-31
"Set 2","I Just Want To See His Face",2009-10-31
"Set 2","Let It Loose",2009-10-31
"Set 2","All Down the Line",2009-10-31
"Set 2","Stop Breaking Down",2009-10-31
"Set 2","Shine a Light",2009-10-31
"Set 2","Soul Survivor",2009-10-31
"Set 3","Backwards Down the Number Line",2009-10-31
"Set 3","Fluffhead",2009-10-31
"Set 3","Ghost",2009-10-31
"Set 3","When the Circus Comes",2009-10-31
"Set 3","You Enjoy Myself",2009-10-31
"Encore","Suzy Greenberg",2009-10-31
"Set 1","Water in the Sky",2009-11-01
"Set 1","Back on the Train",2009-11-01
"Set 1","Brian and Robert",2009-11-01
"Set 1","Invisible",2009-11-01
"Set 1","Strange Design",2009-11-01
"Set 1","Mountains in the Mist",2009-11-01
"Set 1","The Curtain With",2009-11-01
"Set 1","Army of One",2009-11-01
"Set 1","Sleep Again",2009-11-01
"Set 1","My Sweet One",2009-11-01
"Set 1","Let Me Lie",2009-11-01
"Set 1","Bouncing Around the Room",2009-11-01
"Set 1","Train Song",2009-11-01
"Set 1","Wilson",2009-11-01
"Set 1","McGrupp and the Watchful Hosemasters",2009-11-01
"Encore","Driver",2009-11-01
"Encore","Talk",2009-11-01
"Encore","Secret Smile",2009-11-01
"Set 2","AC/DC Bag",2009-11-01
"Set 2","Rift",2009-11-01
"Set 2","Gotta Jibboo",2009-11-01
"Set 2","Heavy Things",2009-11-01
"Set 2","Reba",2009-11-01
"Set 2","The Wedge",2009-11-01
"Set 2","Guelah Papyrus",2009-11-01
"Set 2","Undermind",2009-11-01
"Set 2","Sparkle",2009-11-01
"Set 2","Split Open and Melt",2009-11-01
"Set 3","Tweezer",2009-11-01
"Set 3","Maze",2009-11-01
"Set 3","Free",2009-11-01
"Set 3","Sugar Shack",2009-11-01
"Set 3","Limb By Limb",2009-11-01
"Set 3","Theme From the Bottom",2009-11-01
"Set 3","Mike's Song",2009-11-01
"Set 3","Also Sprach Zarathustra",2009-11-01
"Set 3","Light",2009-11-01
"Set 3","Slave to the Traffic Light",2009-11-01
"Encore","Grind",2009-11-01
"Encore","Esther",2009-11-01
"Encore","Tweezer Reprise",2009-11-01
"Set 1","AC/DC Bag",2009-11-18
"Set 1","Foam",2009-11-18
"Set 1","Stealing Time From the Faulty Plan",2009-11-18
"Set 1","Bouncing Around the Room",2009-11-18
"Set 1","Sample in a Jar",2009-11-18
"Set 1","Kill Devil Falls",2009-11-18
"Set 1","It's Ice",2009-11-18
"Set 1","Horn",2009-11-18
"Set 1","Mountains in the Mist",2009-11-18
"Set 1","Poor Heart",2009-11-18
"Set 1","46 Days",2009-11-18
"Set 1","David Bowie",2009-11-18
"Set 2","Runaway Jim",2009-11-18
"Set 2","Down with Disease",2009-11-18
"Set 2","Free",2009-11-18
"Set 2","Waste",2009-11-18
"Set 2","Taste",2009-11-18
"Set 2","Bug",2009-11-18
"Set 2","Wading in the Velvet Sea",2009-11-18
"Set 2","Mike's Song",2009-11-18
"Set 2","I Am Hydrogen",2009-11-18
"Set 2","Weekapaug Groove",2009-11-18
"Set 2","Cavern",2009-11-18
"Encore","Character Zero",2009-11-18
"Set 1","Chalk Dust Torture",2009-11-20
"Set 1","The Moma Dance",2009-11-20
"Set 1","Divided Sky",2009-11-20
"Set 1","Alaska",2009-11-20
"Set 1","Water in the Sky",2009-11-20
"Set 1","Fast Enough for You",2009-11-20
"Set 1","Time Turns Elastic",2009-11-20
"Set 1","Gotta Jibboo",2009-11-20
"Set 1","Fluffhead",2009-11-20
"Set 2","Punch You in the Eye",2009-11-20
"Set 2","Tweezer",2009-11-20
"Set 2","Light",2009-11-20
"Set 2","Back on the Train",2009-11-20
"Set 2","Possum",2009-11-20
"Set 2","Slave to the Traffic Light",2009-11-20
"Set 2","You Enjoy Myself",2009-11-20
"Encore","Joy",2009-11-20
"Encore","Golgi Apparatus",2009-11-20
"Encore","Tweezer Reprise",2009-11-20
"Set 1","Wilson",2009-11-21
"Set 1","NICU",2009-11-21
"Set 1","Wolfman's Brother",2009-11-21
"Set 1","Ocelot",2009-11-21
"Set 1","Torn and Frayed",2009-11-21
"Set 1","Strange Design",2009-11-21
"Set 1","Ginseng Sullivan",2009-11-21
"Set 1","Albuquerque",2009-11-21
"Set 1","Split Open and Melt",2009-11-21
"Set 1","Dirt",2009-11-21
"Set 1","Limb By Limb",2009-11-21
"Set 1","Run Like an Antelope",2009-11-21
"Set 2","Rock and Roll",2009-11-21
"Set 2","Ghost",2009-11-21
"Set 2","If I Could",2009-11-21
"Set 2","Backwards Down the Number Line",2009-11-21
"Set 2","Prince Caspian",2009-11-21
"Set 2","Suzy Greenberg",2009-11-21
"Set 2","Also Sprach Zarathustra",2009-11-21
"Set 2","The Squirming Coil",2009-11-21
"Encore","Sleeping Monkey",2009-11-21
"Encore","Axilla",2009-11-21
"Set 1","David Bowie",2009-11-22
"Set 1","Julius",2009-11-22
"Set 1","Sparkle",2009-11-22
"Set 1","Kill Devil Falls",2009-11-22
"Set 1","Lawn Boy",2009-11-22
"Set 1","Heavy Things",2009-11-22
"Set 1","Funky Bitch",2009-11-22
"Set 1","Sample in a Jar",2009-11-22
"Set 1","Boogie On Reggae Woman",2009-11-22
"Set 1","Let Me Lie",2009-11-22
"Set 1","Beauty of a Broken Heart",2009-11-22
"Set 1","Stash",2009-11-22
"Set 2","Drowned",2009-11-22
"Set 2","Twist",2009-11-22
"Set 2","Piper",2009-11-22
"Set 2","Big Black Furry Creature from Mars",2009-11-22
"Set 2","Tube",2009-11-22
"Set 2","Theme From the Bottom",2009-11-22
"Set 2","Maze",2009-11-22
"Set 2","The Horse",2009-11-22
"Set 2","Silent in the Morning",2009-11-22
"Set 2","Character Zero",2009-11-22
"Set 2","First Tube",2009-11-22
"Encore","Good Times Bad Times",2009-11-22
"Set 1","Chalk Dust Torture",2009-11-24
"Set 1","Bathtub Gin",2009-11-24
"Set 1","Cities",2009-11-24
"Set 1","Camel Walk",2009-11-24
"Set 1","The Curtain With",2009-11-24
"Set 1","The Wedge",2009-11-24
"Set 1","The Moma Dance",2009-11-24
"Set 1","Reba",2009-11-24
"Set 1","Golgi Apparatus",2009-11-24
"Set 1","Stealing Time From the Faulty Plan",2009-11-24
"Set 2","Possum",2009-11-24
"Set 2","Down with Disease",2009-11-24
"Set 2","Twenty Years Later",2009-11-24
"Set 2","Harry Hood",2009-11-24
"Set 2","The Mango Song",2009-11-24
"Set 2","Mike's Song",2009-11-24
"Set 2","Simple",2009-11-24
"Set 2","Slave to the Traffic Light",2009-11-24
"Set 2","Weekapaug Groove",2009-11-24
"Encore","A Day in the Life",2009-11-24
"Set 1","Kill Devil Falls",2009-11-25
"Set 1","46 Days",2009-11-25
"Set 1","Sugar Shack",2009-11-25
"Set 1","Halley's Comet",2009-11-25
"Set 1","Divided Sky",2009-11-25
"Set 1","Sleep Again",2009-11-25
"Set 1","Ocelot",2009-11-25
"Set 1","Train Song",2009-11-25
"Set 1","Wilson",2009-11-25
"Set 1","Run Like an Antelope",2009-11-25
"Set 2","Birds of a Feather",2009-11-25
"Set 2","Farmhouse",2009-11-25
"Set 2","Tweezer",2009-11-25
"Set 2","You Enjoy Myself",2009-11-25
"Set 2","Esther",2009-11-25
"Set 2","Time Turns Elastic",2009-11-25
"Set 2","Tweezer Reprise",2009-11-25
"Encore","Oh! Sweet Nuthin'",2009-11-25
"Set 1","AC/DC Bag",2009-11-27
"Set 1","Maze",2009-11-27
"Set 1","Driver",2009-11-27
"Set 1","My Mind's Got a Mind of its Own",2009-11-27
"Set 1","Gumbo",2009-11-27
"Set 1","Bouncing Around the Room",2009-11-27
"Set 1","It's Ice",2009-11-27
"Set 1","Two Versions of Me",2009-11-27
"Set 1","Timber (Jerry The Mule)",2009-11-27
"Set 1","Limb By Limb",2009-11-27
"Set 1","Cavern",2009-11-27
"Set 1","Light",2009-11-27
"Set 2","My Friend, My Friend",2009-11-27
"Set 2","Golden Age",2009-11-27
"Set 2","On Your Way Down",2009-11-27
"Set 2","Fluffhead",2009-11-27
"Set 2","Piper",2009-11-27
"Set 2","Tomorrow's Song",2009-11-27
"Set 2","Prince Caspian",2009-11-27
"Set 2","Harry Hood",2009-11-27
"Set 2","Suzy Greenberg",2009-11-27
"Set 2","The Squirming Coil",2009-11-27
"Set 2","I Been Around",2009-11-27
"Encore","Fire",2009-11-27
"Set 1","Party Time",2009-11-28
"Set 1","Stealing Time From the Faulty Plan",2009-11-28
"Set 1","Uncle Pen",2009-11-28
"Set 1","Sanity",2009-11-28
"Set 1","Foam",2009-11-28
"Set 1","Walk Away",2009-11-28
"Set 1","NICU",2009-11-28
"Set 1","Alaska",2009-11-28
"Set 1","Split Open and Melt",2009-11-28
"Set 1","Joy",2009-11-28
"Set 1","Vultures",2009-11-28
"Set 1","Backwards Down the Number Line",2009-11-28
"Set 2","Seven Below",2009-11-28
"Set 2","Ghost",2009-11-28
"Set 2","Cool It Down",2009-11-28
"Set 2","Gotta Jibboo",2009-11-28
"Set 2","Let Me Lie",2009-11-28
"Set 2","Wolfman's Brother",2009-11-28
"Set 2","Julius",2009-11-28
"Encore","You Enjoy Myself",2009-11-28
"Set 1","Possum",2009-11-29
"Set 1","Down with Disease",2009-11-29
"Set 1","Nellie Kane",2009-11-29
"Set 1","Weigh",2009-11-29
"Set 1","When the Circus Comes",2009-11-29
"Set 1","Kill Devil Falls",2009-11-29
"Set 1","Water in the Sky",2009-11-29
"Set 1","Stash",2009-11-29
"Set 1","Meat",2009-11-29
"Set 1","Undermind",2009-11-29
"Set 1","Mike's Song",2009-11-29
"Set 1","I Am Hydrogen",2009-11-29
"Set 1","Weekapaug Groove",2009-11-29
"Set 2","The Moma Dance",2009-11-29
"Set 2","Rock and Roll",2009-11-29
"Set 2","Light",2009-11-29
"Set 2","Crimes of the Mind",2009-11-29
"Set 2","Pebbles and Marbles",2009-11-29
"Set 2","Also Sprach Zarathustra",2009-11-29
"Set 2","Golgi Apparatus",2009-11-29
"Set 2","Cavern",2009-11-29
"Set 2","Run Like an Antelope",2009-11-29
"Encore","Free Bird",2009-11-29
"Encore","Carini",2009-11-29
"Encore","Waste",2009-11-29
"Set 1","AC/DC Bag",2009-12-02
"Set 1","Chalk Dust Torture",2009-12-02
"Set 1","Wolfman's Brother",2009-12-02
"Set 1","NICU",2009-12-02
"Set 1","Ocelot",2009-12-02
"Set 1","Brian and Robert",2009-12-02
"Set 1","Poor Heart",2009-12-02
"Set 1","Sample in a Jar",2009-12-02
"Set 1","Peaches en Regalia",2009-12-02
"Set 1","Divided Sky",2009-12-02
"Set 1","Cavern",2009-12-02
"Set 2","Golgi Apparatus",2009-12-02
"Set 2","Light",2009-12-02
"Set 2","Slave to the Traffic Light",2009-12-02
"Set 2","Tweezer",2009-12-02
"Set 2","Joy",2009-12-02
"Set 2","Sparkle",2009-12-02
"Set 2","Harry Hood",2009-12-02
"Set 2","Wading in the Velvet Sea",2009-12-02
"Set 2","Suzy Greenberg",2009-12-02
"Set 2","Run Like an Antelope",2009-12-02
"Encore","A Day in the Life",2009-12-02
"Encore","Tweezer Reprise",2009-12-02
"Set 1","Punch You in the Eye",2009-12-03
"Set 1","Backwards Down the Number Line",2009-12-03
"Set 1","Axilla",2009-12-03
"Set 1","Taste",2009-12-03
"Set 1","Boogie On Reggae Woman",2009-12-03
"Set 1","Stash",2009-12-03
"Set 1","Lawn Boy",2009-12-03
"Set 1","Time Turns Elastic",2009-12-03
"Set 1","Back on the Train",2009-12-03
"Set 1","Julius",2009-12-03
"Set 2","Down with Disease",2009-12-03
"Set 2","Piper",2009-12-03
"Set 2","Fluffhead",2009-12-03
"Set 2","Cities",2009-12-03
"Set 2","Free",2009-12-03
"Set 2","Halley's Comet",2009-12-03
"Set 2","Also Sprach Zarathustra",2009-12-03
"Set 2","David Bowie",2009-12-03
"Encore","Character Zero",2009-12-03
"Set 1","Heavy Things",2009-12-04
"Set 1","Possum",2009-12-04
"Set 1","Wilson",2009-12-04
"Set 1","Kill Devil Falls",2009-12-04
"Set 1","Glide",2009-12-04
"Set 1","46 Days",2009-12-04
"Set 1","Bouncing Around the Room",2009-12-04
"Set 1","Reba",2009-12-04
"Set 1","Dinner and a Movie",2009-12-04
"Set 1","Guyute",2009-12-04
"Set 1","Maze",2009-12-04
"Set 1","First Tube",2009-12-04
"Set 2","Scents and Subtle Sounds",2009-12-04
"Set 2","Rock and Roll",2009-12-04
"Set 2","Seven Below",2009-12-04
"Set 2","Twist",2009-12-04
"Set 2","Mike's Song",2009-12-04
"Set 2","I Am Hydrogen",2009-12-04
"Set 2","Weekapaug Groove",2009-12-04
"Set 2","The Horse",2009-12-04
"Set 2","Silent in the Morning",2009-12-04
"Set 2","You Enjoy Myself",2009-12-04
"Encore","Shine a Light",2009-12-04
"Set 1","AC/DC Bag",2009-12-05
"Set 1","Chalk Dust Torture",2009-12-05
"Set 1","Stealing Time From the Faulty Plan",2009-12-05
"Set 1","Divided Sky",2009-12-05
"Set 1","Ya Mar",2009-12-05
"Set 1","Sneakin' Sally Through the Alley",2009-12-05
"Set 1","The Old Home Place",2009-12-05
"Set 1","Cavern",2009-12-05
"Set 1","Funky Bitch",2009-12-05
"Set 1","David Bowie",2009-12-05
"Set 1","The Wedge",2009-12-05
"Set 1","Bold As Love",2009-12-05
"Set 2","Tweezer",2009-12-05
"Set 2","Light",2009-12-05
"Set 2","Piper",2009-12-05
"Set 2","Free",2009-12-05
"Set 2","Sweet Virginia",2009-12-05
"Set 2","Harry Hood",2009-12-05
"Set 2","Suzy Greenberg",2009-12-05
"Set 2","Golgi Apparatus",2009-12-05
"Set 2","Run Like an Antelope",2009-12-05
"Encore","Loving Cup",2009-12-05
"Encore","Tweezer Reprise",2009-12-05
"Set 1","Sample in a Jar",2009-12-28
"Set 1","NICU",2009-12-28
"Set 1","My Soul",2009-12-28
"Set 1","Roggae",2009-12-28
"Set 1","Undermind",2009-12-28
"Set 1","Bouncing Around the Room",2009-12-28
"Set 1","Poor Heart",2009-12-28
"Set 1","Stash",2009-12-28
"Set 1","I Didn't Know",2009-12-28
"Set 1","Beauty of a Broken Heart",2009-12-28
"Set 1","Possum",2009-12-28
"Set 2","Mike's Song",2009-12-28
"Set 2","Light",2009-12-28
"Set 2","I Am Hydrogen",2009-12-28
"Set 2","Weekapaug Groove",2009-12-28
"Set 2","Alaska",2009-12-28
"Set 2","Backwards Down the Number Line",2009-12-28
"Set 2","Makisupa Policeman",2009-12-28
"Set 2","Harry Hood",2009-12-28
"Set 2","Contact",2009-12-28
"Set 2","Character Zero",2009-12-28
"Encore","First Tube",2009-12-28
"Set 1","Golgi Apparatus",2009-12-29
"Set 1","Maze",2009-12-29
"Set 1","Driver",2009-12-29
"Set 1","The Connection",2009-12-29
"Set 1","Wolfman's Brother",2009-12-29
"Set 1","Ocelot",2009-12-29
"Set 1","Reba",2009-12-29
"Set 1","Access Me",2009-12-29
"Set 1","Divided Sky",2009-12-29
"Set 1","Cavern",2009-12-29
"Set 2","Kill Devil Falls",2009-12-29
"Set 2","Tweezer",2009-12-29
"Set 2","Prince Caspian",2009-12-29
"Set 2","Gotta Jibboo",2009-12-29
"Set 2","Wilson",2009-12-29
"Set 2","Gotta Jibboo",2009-12-29
"Set 2","Heavy Things",2009-12-29
"Set 2","Also Sprach Zarathustra",2009-12-29
"Set 2","Slave to the Traffic Light",2009-12-29
"Encore","Sleeping Monkey",2009-12-29
"Encore","Tweezer Reprise",2009-12-29
"Set 1","Soul Shakedown Party",2009-12-30
"Set 1","Runaway Jim",2009-12-30
"Set 1","Jesus Just Left Chicago",2009-12-30
"Set 1","Dixie Cannonball",2009-12-30
"Set 1","Stealing Time From the Faulty Plan",2009-12-30
"Set 1","Corinna",2009-12-30
"Set 1","What's the Use?",2009-12-30
"Set 1","Tela",2009-12-30
"Set 1","Gone",2009-12-30
"Set 1","Rocky Top",2009-12-30
"Set 1","Chalk Dust Torture",2009-12-30
"Set 1","David Bowie",2009-12-30
"Set 2","Sand",2009-12-30
"Set 2","The Curtain With",2009-12-30
"Set 2","Lifeboy",2009-12-30
"Set 2","Back on the Train",2009-12-30
"Set 2","Wading in the Velvet Sea",2009-12-30
"Set 2","Hold Your Head Up",2009-12-30
"Set 2","Love You",2009-12-30
"Set 2","Hold Your Head Up",2009-12-30
"Set 2","Free",2009-12-30
"Set 2","Boogie On Reggae Woman",2009-12-30
"Set 2","Run Like an Antelope",2009-12-30
"Encore","Frankenstein",2009-12-30
"Set 1","AC/DC Bag",2009-12-31
"Set 1","46 Days",2009-12-31
"Set 1","Water in the Sky",2009-12-31
"Set 1","Bathtub Gin",2009-12-31
"Set 1","Punch You in the Eye",2009-12-31
"Set 1","The Moma Dance",2009-12-31
"Set 1","Guyute",2009-12-31
"Set 1","Swept Away",2009-12-31
"Set 1","Steep",2009-12-31
"Set 1","Demand",2009-12-31
"Set 1","Seven Below",2009-12-31
"Set 1","Lawn Boy",2009-12-31
"Set 1","Julius",2009-12-31
"Set 2","Rock and Roll",2009-12-31
"Set 2","Piper",2009-12-31
"Set 2","Simple",2009-12-31
"Set 2","Theme From the Bottom",2009-12-31
"Set 2","Shine a Light",2009-12-31
"Set 2","Ghost",2009-12-31
"Set 2","NO2",2009-12-31
"Set 2","Suzy Greenberg",2009-12-31
"Set 3","Party Time",2009-12-31
"Set 3","Auld Lang Syne",2009-12-31
"Set 3","Down with Disease",2009-12-31
"Set 3","Fluffhead",2009-12-31
"Set 3","Joy",2009-12-31
"Set 3","The Squirming Coil",2009-12-31
"Set 3","You Enjoy Myself",2009-12-31
"Encore","Blue Moon",2009-12-31
"Encore","Loving Cup",2009-12-31
"Set 1","Watcher of the Skies",2010-03-15
"Set 1","No Reply At All",2010-03-15
"Set 1","Loving Cup",2010-05-13
"Set 1","Kill Devil Falls",2010-05-13
"Set 1","Down with Disease",2010-06-11
"Set 1","Wolfman's Brother",2010-06-11
"Set 1","Possum",2010-06-11
"Set 1","Boogie On Reggae Woman",2010-06-11
"Set 1","Reba",2010-06-11
"Set 1","Jesus Just Left Chicago",2010-06-11
"Set 1","Divided Sky",2010-06-11
"Set 1","Golgi Apparatus",2010-06-11
"Set 1","David Bowie",2010-06-11
"Set 2","Light",2010-06-11
"Set 2","Maze",2010-06-11
"Set 2","Ghost",2010-06-11
"Set 2","Limb By Limb",2010-06-11
"Set 2","Prince Caspian",2010-06-11
"Set 2","The Horse",2010-06-11
"Set 2","Silent in the Morning",2010-06-11
"Set 2","Run Like an Antelope",2010-06-11
"Set 2","Show of Life",2010-06-11
"Encore","Cavern",2010-06-11
"Encore","Julius",2010-06-11
"Set 1","Look Out Cleveland",2010-06-12
"Set 1","Ocelot",2010-06-12
"Set 1","Water in the Sky",2010-06-12
"Set 1","Stash",2010-06-12
"Set 1","The Ballad of Curtis Loew",2010-06-12
"Set 1","Sample in a Jar",2010-06-12
"Set 1","Time Turns Elastic",2010-06-12
"Set 1","Mike's Song",2010-06-12
"Set 1","I Am Hydrogen",2010-06-12
"Set 1","Weekapaug Groove",2010-06-12
"Set 2","Rock and Roll",2010-06-12
"Set 2","Harry Hood",2010-06-12
"Set 2","Backwards Down the Number Line",2010-06-12
"Set 2","Twenty Years Later",2010-06-12
"Set 2","Instant Karma!",2010-06-12
"Set 2","The Oh Kee Pa Ceremony",2010-06-12
"Set 2","Suzy Greenberg",2010-06-12
"Set 2","Waste",2010-06-12
"Set 2","Character Zero",2010-06-12
"Encore","The Squirming Coil",2010-06-12
"Set 1","Gotta Jibboo",2010-06-13
"Set 1","Chalk Dust Torture",2010-06-13
"Set 1","Fluffhead",2010-06-13
"Set 1","Funky Bitch",2010-06-13
"Set 1","Runaway Jim",2010-06-13
"Set 1","NICU",2010-06-13
"Set 1","Horn",2010-06-13
"Set 1","It's Ice",2010-06-13
"Set 1","Bouncing Around the Room",2010-06-13
"Set 1","Sparkle",2010-06-13
"Set 1","Split Open and Melt",2010-06-13
"Set 2","Drowned",2010-06-13
"Set 2","Tweezer",2010-06-13
"Set 2","Twist",2010-06-13
"Set 2","Piper",2010-06-13
"Set 2","Free",2010-06-13
"Set 2","Wading in the Velvet Sea",2010-06-13
"Set 2","You Enjoy Myself",2010-06-13
"Encore","Bold As Love",2010-06-13
"Set 1","Tube",2010-06-15
"Set 1","Kill Devil Falls",2010-06-15
"Set 1","Slave to the Traffic Light",2010-06-15
"Set 1","Lawn Boy",2010-06-15
"Set 1","Poor Heart",2010-06-15
"Set 1","AC/DC Bag",2010-06-15
"Set 1","The Moma Dance",2010-06-15
"Set 1","My Friend, My Friend",2010-06-15
"Set 1","Cold Water",2010-06-15
"Set 1","Bathtub Gin",2010-06-15
"Set 1","Stealing Time From the Faulty Plan",2010-06-15
"Set 2","Wilson",2010-06-15
"Set 2","Seven Below",2010-06-15
"Set 2","46 Days",2010-06-15
"Set 2","Idea",2010-06-15
"Set 2","Also Sprach Zarathustra",2010-06-15
"Set 2","Simple",2010-06-15
"Set 2","Joy",2010-06-15
"Set 2","Taste",2010-06-15
"Set 2","Theme From the Bottom",2010-06-15
"Set 2","A Day in the Life",2010-06-15
"Encore","Heavy Things",2010-06-15
"Encore","First Tube",2010-06-15
"Set 1","Punch You in the Eye",2010-06-17
"Set 1","Ocelot",2010-06-17
"Set 1","Dinner and a Movie",2010-06-17
"Set 1","Stash",2010-06-17
"Set 1","Esther",2010-06-17
"Set 1","Walk Away",2010-06-17
"Set 1","Divided Sky",2010-06-17
"Set 1","When the Circus Comes",2010-06-17
"Set 1","Sugar Shack",2010-06-17
"Set 1","Alaska",2010-06-17
"Set 1","Golgi Apparatus",2010-06-17
"Set 2","Party Time",2010-06-17
"Set 2","Down with Disease",2010-06-17
"Set 2","Sand",2010-06-17
"Set 2","The Horse",2010-06-17
"Set 2","Silent in the Morning",2010-06-17
"Set 2","Guyute",2010-06-17
"Set 2","Farmhouse",2010-06-17
"Set 2","Mike's Song",2010-06-17
"Set 2","I Am Hydrogen",2010-06-17
"Set 2","Weekapaug Groove",2010-06-17
"Encore","Shine a Light",2010-06-17
"Set 1","Fee",2010-06-18
"Set 1","Rift",2010-06-18
"Set 1","Wolfman's Brother",2010-06-18
"Set 1","Summer of '89",2010-06-18
"Set 1","Foam",2010-06-18
"Set 1","Possum",2010-06-18
"Set 1","The Moma Dance",2010-06-18
"Set 1","Julius",2010-06-18
"Set 1","Reba",2010-06-18
"Set 1","Cavern",2010-06-18
"Set 2","Halley's Comet",2010-06-18
"Set 2","Light",2010-06-18
"Set 2","Billy Breathes",2010-06-18
"Set 2","Tweezer",2010-06-18
"Set 2","Theme From the Bottom",2010-06-18
"Set 2","Harry Hood",2010-06-18
"Set 2","Wading in the Velvet Sea",2010-06-18
"Set 2","Stealing Time From the Faulty Plan",2010-06-18
"Encore","Sleeping Monkey",2010-06-18
"Encore","Tweezer Reprise",2010-06-18
"Encore","Tweezer Reprise",2010-06-18
"Set 1","Tweezer Reprise",2010-06-19
"Set 1","Chalk Dust Torture",2010-06-19
"Set 1","Funky Bitch",2010-06-19
"Set 1","Runaway Jim",2010-06-19
"Set 1","Ya Mar",2010-06-19
"Set 1","Sample in a Jar",2010-06-19
"Set 1","Axilla",2010-06-19
"Set 1","Fluffhead",2010-06-19
"Set 1","Bathtub Gin",2010-06-19
"Set 1","Suzy Greenberg",2010-06-19
"Set 2","Rock and Roll",2010-06-19
"Set 2","Free",2010-06-19
"Set 2","Backwards Down the Number Line",2010-06-19
"Set 2","Halfway to the Moon",2010-06-19
"Set 2","Prince Caspian",2010-06-19
"Set 2","Joy",2010-06-19
"Set 2","David Bowie",2010-06-19
"Set 2","Show of Life",2010-06-19
"Encore","The Squirming Coil",2010-06-19
"Encore","Character Zero",2010-06-19
